State_name,County_name,Concat,CrimeRate,CrimeRate,LAND_AREA,Tot_Population_ACS_14_18,PopulationDensity(P/sqMi),Median_Age_ACS_14_18,Poverty%2018
Georgia,StephensCounty,GeorgiaStephens,71,71,179.131,25676,143.34,41.5,16%
NewYork,MontgomeryCounty,NewYorkMontgomery,71,71,403.038,49426,122.63,41.4,20%
NewYork,SenecaCounty,NewYorkSeneca,71,71,323.706,34612,106.92,42.2,11%
Wisconsin,SaukCounty,WisconsinSauk,71,71,830.903,63596,76.54,41.2,10%
Wisconsin,DunnCounty,WisconsinDunn,71,71,850.106,44498,52.34,34.3,11%
Texas,ShelbyCounty,TexasShelby,71,71,795.583,25478,32.02,37.2,23%
Minnesota,RockCounty,MinnesotaRock,71,71,482.455,9413,19.51,40.9,9%
Montana,BigHornCounty,MontanaBigHorn,71,71,4995.462,13376,2.68,30.8,26%
Nevada,NyeCounty,NevadaNye,71,71,18181.925,43705,2.4,52.7,16%
NorthCarolina,McDowellCounty,NorthCarolinaMcDowell,70,70,440.607,45109,102.38,43.6,17%
WestVirginia,WayneCounty,WestVirginiaWayne,70,70,505.983,40708,80.45,43.7,22%
Pennsylvania,GreeneCounty,PennsylvaniaGreene,70,70,575.95,37144,64.49,42,13%
Tennessee,WeakleyCounty,TennesseeWeakley,70,70,580.361,33626,57.94,38.4,19%
Virginia,DinwiddieCounty,VirginiaDinwiddie,70,70,503.716,28308,56.2,43.2,13%
Georgia,ElbertCounty,GeorgiaElbert,70,70,351.056,19212,54.73,42.6,19%
Texas,AustinCounty,TexasAustin,70,70,646.509,29565,45.73,40.7,11%
Georgia,ApplingCounty,GeorgiaAppling,70,70,507.08,18454,36.39,39,23%
Kansas,SewardCounty,KansasSeward,70,70,639.498,22692,35.48,29.4,16%
Maine,SomersetCounty,MaineSomerset,70,70,3924.401,50710,12.92,46.3,19%
Montana,RooseveltCounty,MontanaRoosevelt,70,70,2354.794,11228,4.77,30.3,27%
Ohio,KnoxCounty,OhioKnox,69,69,525.494,61215,116.49,38.9,13%
Iowa,MarionCounty,IowaMarion,69,69,554.534,33207,59.88,39.2,9%
Florida,WakullaCounty,FloridaWakulla,69,69,606.419,31877,52.57,40.7,10%
Michigan,DeltaCounty,MichiganDelta,69,69,1171.093,36190,30.9,47,13%
Idaho,BonnerCounty,IdahoBonner,69,69,1734.572,42711,24.62,47.8,15%
Vermont,FranklinCounty,VermontFranklin,68,68,633.706,49025,77.36,40,8%
Tennessee,WhiteCounty,TennesseeWhite,68,68,376.672,26580,70.57,43.1,17%
Indiana,PoseyCounty,IndianaPosey,68,68,409.569,25589,62.48,42.3,10%
Michigan,IoscoCounty,MichiganIosco,68,68,549.098,25247,45.98,52.6,16%
Illinois,LivingstonCounty,IllinoisLivingston,68,68,1044.287,36324,34.78,42,13%
Missouri,HenryCounty,MissouriHenry,68,68,696.949,21765,31.23,44.2,21%
Texas,PanolaCounty,TexasPanola,68,68,801.748,23440,29.24,39.3,15%
Arkansas,DrewCounty,ArkansasDrew,68,68,828.356,18502,22.34,37,20%
Texas,ValVerdeCounty,TexasValVerde,68,68,3144.753,49027,15.59,31.7,19%
Minnesota,CassCounty,MinnesotaCass,68,68,2021.542,29022,14.36,48.9,14%
Missouri,PlatteCounty,MissouriPlatte,67,67,420.19,98824,235.19,38.3,7%
Georgia,EffinghamCounty,GeorgiaEffingham,67,67,477.699,58689,122.86,36.1,8%
Georgia,CrispCounty,GeorgiaCrisp,67,67,272.582,22846,83.81,38.8,30%
WestVirginia,MorganCounty,WestVirginiaMorgan,67,67,229.072,17624,76.94,47.6,8%
Tennessee,MaconCounty,TennesseeMacon,67,67,307.143,23487,76.47,39.4,18%
Missouri,WebsterCounty,MissouriWebster,67,67,592.564,38082,64.27,37.1,16%
Kansas,MiamiCounty,KansasMiami,67,67,575.663,33127,57.55,41.9,8%
WestVirginia,PrestonCounty,WestVirginiaPreston,67,67,648.806,33837,52.15,42.4,14%
Illinois,CassCounty,IllinoisCass,67,67,375.818,12665,33.7,39.7,13%
Arkansas,AshleyCounty,ArkansasAshley,67,67,925.349,20537,22.19,41.7,20%
Colorado,LoganCounty,ColoradoLogan,67,67,1838.546,21689,11.8,38.4,14%
NorthCarolina,ChowanCounty,NorthCarolinaChowan,66,66,172.472,14205,82.36,44.7,19%
NewHampshire,SullivanCounty,NewHampshireSullivan,66,66,537.314,43125,80.26,46.1,11%
WestVirginia,MingoCounty,WestVirginiaMingo,66,66,423.107,24741,58.47,42.7,29%
Maryland,GarrettCounty,MarylandGarrett,66,66,647.102,29376,45.4,45.6,9%
SouthDakota,YanktonCounty,SouthDakotaYankton,66,66,521.165,22717,43.59,41.8,12%
Michigan,OsceolaCounty,MichiganOsceola,66,66,566.391,23232,41.02,43.8,19%
Arizona,SantaCruzCounty,ArizonaSantaCruz,66,66,1236.916,46584,37.66,36.6,24%
WestVirginia,McDowellCounty,WestVirginiaMcDowell,66,66,533.454,19217,36.02,44.6,31%
Missouri,MississippiCounty,MissouriMississippi,66,66,411.583,13748,33.4,40.4,22%
Texas,MarionCounty,TexasMarion,66,66,380.88,10083,26.47,50.1,20%
Texas,FayetteCounty,TexasFayette,66,66,950.011,25066,26.38,47,11%
NorthCarolina,HokeCounty,NorthCarolinaHoke,65,65,390.742,53239,136.25,32.5,20%
Oregon,ColumbiaCounty,OregonColumbia,65,65,657.358,50851,77.36,43.3,12%
Virginia,LouisaCounty,VirginiaLouisa,65,65,496.299,35380,71.29,44.7,12%
Illinois,LoganCounty,IllinoisLogan,65,65,618.057,29207,47.26,40.4,7%
Georgia,MeriwetherCounty,GeorgiaMeriwether,65,65,501.225,21113,42.12,41.6,21%
Texas,RobertsonCounty,TexasRobertson,65,65,855.682,16890,19.74,40.9,12%
Washington,JeffersonCounty,WashingtonJefferson,65,65,1803.701,30856,17.11,57.9,13%
Utah,BoxElderCounty,UtahBoxElder,65,65,5745.553,53001,9.22,32.5,9%
Wyoming,FremontCounty,WyomingFremont,65,65,9183.813,40076,4.36,38.4,13%
Oregon,MalheurCounty,OregonMalheur,65,65,9887.534,30431,3.08,35.9,20%
NorthCarolina,WataugaCounty,NorthCarolinaWatauga,64,64,312.556,54117,173.14,31.2,24%
Kentucky,ClarkCounty,KentuckyClark,64,64,252.465,35872,142.09,42.2,15%
Virginia,SmythCounty,VirginiaSmyth,64,64,450.927,31059,68.88,44.9,19%
Texas,WilsonCounty,TexasWilson,64,64,803.732,48198,59.97,40.2,10%
Wisconsin,MonroeCounty,WisconsinMonroe,64,64,900.775,45502,50.51,39.5,13%
Michigan,ManisteeCounty,MichiganManistee,64,64,542.149,24444,45.09,49.2,12%
Arkansas,JohnsonCounty,ArkansasJohnson,64,64,659.804,26291,39.85,38,22%
Idaho,JeromeCounty,IdahoJerome,64,64,597.186,23431,39.24,32.7,18%
Iowa,BuenaVistaCounty,IowaBuenaVista,64,64,574.916,20260,35.24,35.2,12%
Wisconsin,JuneauCounty,WisconsinJuneau,64,64,766.923,26419,34.45,45.2,13%
Michigan,KalkaskaCounty,MichiganKalkaska,64,64,559.863,17463,31.19,44.5,17%
Maine,OxfordCounty,MaineOxford,64,64,2076.841,57325,27.6,46.6,16%
Texas,TylerCounty,TexasTyler,64,64,924.5,21496,23.25,42.7,13%
NewYork,EssexCounty,NewYorkEssex,64,64,1794.228,37751,21.04,47,9%
Virginia,BedfordCounty,VirginiaBedford,64,64,753.021,,-,,#DIV/0!
Indiana,BooneCounty,IndianaBoone,63,63,422.916,64321,152.09,38,5%
Georgia,PickensCounty,GeorgiaPickens,63,63,232.057,30832,132.86,45.1,9%
Georgia,BenHillCounty,GeorgiaBenHill,63,63,250.12,17154,68.58,39.7,31%
NorthCarolina,MontgomeryCounty,NorthCarolinaMontgomery,63,63,491.759,27338,55.59,43.3,19%
SouthCarolina,SaludaCounty,SouthCarolinaSaluda,63,63,452.778,20299,44.83,41.9,16%
Missouri,AdairCounty,MissouriAdair,63,63,567.325,25325,44.64,27.7,24%
SouthCarolina,BambergCounty,SouthCarolinaBamberg,63,63,393.368,14600,37.12,41.9,24%
Kansas,CherokeeCounty,KansasCherokee,63,63,587.571,20331,34.6,41.9,14%
Florida,GulfCounty,FloridaGulf,63,63,564.011,16055,28.47,44.3,12%
Kentucky,CallowayCounty,KentuckyCalloway,62,62,385.02,38776,100.71,35.3,21%
Ohio,FayetteCounty,OhioFayette,62,62,406.355,28645,70.49,40.7,17%
Texas,VanZandtCounty,TexasVanZandt,62,62,842.554,54368,64.53,42.9,14%
Georgia,PierceCounty,GeorgiaPierce,62,62,316.492,19164,60.55,39.4,21%
Michigan,OtsegoCounty,MichiganOtsego,62,62,514.973,24397,47.38,44.7,15%
Pennsylvania,ClintonCounty,PennsylvaniaClinton,62,62,887.984,39074,44,38.8,17%
Texas,ErathCounty,TexasErath,62,62,1083.074,41482,38.3,30,20%
Arkansas,DeshaCounty,ArkansasDesha,62,62,768.151,11887,15.47,39.1,29%
Minnesota,CarverCounty,MinnesotaCarver,61,61,354.323,100416,283.4,37.5,4%
NorthCarolina,DavieCounty,NorthCarolinaDavie,61,61,264.106,41991,158.99,45,14%
Wisconsin,CalumetCounty,WisconsinCalumet,61,61,318.235,49807,156.51,40.1,6%
Pennsylvania,MifflinCounty,PennsylvaniaMifflin,61,61,411.029,46362,112.79,43.8,14%
Illinois,EffinghamCounty,IllinoisEffingham,61,61,478.779,34174,71.38,39.1,11%
Minnesota,GoodhueCounty,MinnesotaGoodhue,61,61,756.836,46217,61.07,42.5,10%
Minnesota,CarltonCounty,MinnesotaCarlton,61,61,861.38,35540,41.26,40.7,12%
Florida,HolmesCounty,FloridaHolmes,61,61,478.777,19430,40.58,42.5,23%
Missouri,PerryCounty,MissouriPerry,61,61,474.352,19146,40.36,40.6,8%
Wisconsin,OneidaCounty,WisconsinOneida,61,61,1112.966,35345,31.76,50.9,8%
Minnesota,PolkCounty,MinnesotaPolk,61,61,1971.13,31591,16.03,38.7,12%
NewMexico,TorranceCounty,NewMexicoTorrance,61,61,3344.844,15595,4.66,43.6,25%
Ohio,ShelbyCounty,OhioShelby,60,60,407.675,48797,119.7,39.4,9%
Vermont,WashingtonCounty,VermontWashington,60,60,687.234,58477,85.09,43.7,11%
Pennsylvania,JeffersonCounty,PennsylvaniaJefferson,60,60,652.428,44084,67.57,43.9,14%
Iowa,MahaskaCounty,IowaMahaska,60,60,570.864,22208,38.9,39.7,14%
Texas,HillCounty,TexasHill,60,60,958.865,35399,36.92,42.1,15%
Arkansas,PolkCounty,ArkansasPolk,60,60,857.68,20163,23.51,43.7,24%
Texas,DuvalCounty,TexasDuval,60,60,1793.48,11355,6.33,36.1,24%
Tennessee,DeKalbCounty,TennesseeDeKalb,59,59,304.345,19601,64.4,41.2,17%
Tennessee,CrockettCounty,TennesseeCrockett,59,59,265.533,14499,54.6,40.4,19%
NorthCarolina,CaswellCounty,NorthCarolinaCaswell,59,59,424.922,22746,53.53,45.6,19%
Idaho,NezPerceCounty,IdahoNezPerce,59,59,848.087,40155,47.35,40.9,14%
Georgia,MitchellCounty,GeorgiaMitchell,59,59,512.084,22432,43.81,38.9,21%
Tennessee,StewartCounty,TennesseeStewart,59,59,459.331,13301,28.96,44.5,16%
Texas,DawsonCounty,TexasDawson,59,59,900.306,12964,14.4,33,19%
Texas,DeafSmithCounty,TexasDeafSmith,59,59,1496.868,18899,12.63,32,17%
Texas,ReevesCounty,TexasReeves,59,59,2635.375,15125,5.74,35.6,10%
NewMexico,SierraCounty,NewMexicoSierra,59,59,4178.957,11135,2.66,56,24%
Ohio,WashingtonCounty,OhioWashington,58,58,631.969,60671,96,44.1,15%
WestVirginia,MineralCounty,WestVirginiaMineral,58,58,327.83,27278,83.21,43.9,14%
Iowa,CerroGordoCounty,IowaCerroGordo,58,58,568.314,42984,75.63,44.5,11%
Michigan,EmmetCounty,MichiganEmmet,58,58,467.492,33039,70.67,45.3,9%
NorthCarolina,CherokeeCounty,NorthCarolinaCherokee,58,58,455.426,27668,60.75,50.9,16%
Illinois,HenryCounty,IllinoisHenry,58,58,822.985,49464,60.1,43.1,12%
Tennessee,SequatchieCounty,TennesseeSequatchie,58,58,265.86,14730,55.41,43.3,16%
Tennessee,LewisCounty,TennesseeLewis,58,58,282.089,11956,42.38,43.9,20%
Kansas,LyonCounty,KansasLyon,58,58,847.475,33299,39.29,33.4,16%
WestVirginia,HardyCounty,WestVirginiaHardy,58,58,582.312,13842,23.77,45.4,11%
Texas,WardCounty,TexasWard,58,58,835.603,11586,13.87,33.2,13%
Montana,FergusCounty,MontanaFergus,58,58,4339.805,11273,2.6,46,14%
Ohio,CrawfordCounty,OhioCrawford,57,57,401.785,42021,104.59,43,15%
Minnesota,BentonCounty,MinnesotaBenton,57,57,408.301,39779,97.43,35.6,12%
Illinois,FranklinCounty,IllinoisFranklin,57,57,408.887,39127,95.69,42.3,19%
NewYork,TiogaCounty,NewYorkTioga,57,57,518.598,49045,94.57,44,10%
Tennessee,UnionCounty,TennesseeUnion,57,57,223.549,19293,86.3,42.3,21%
Pennsylvania,WayneCounty,PennsylvaniaWayne,57,57,725.604,51536,71.02,48.1,11%
Vermont,BenningtonCounty,VermontBennington,57,57,674.98,35920,53.22,47,11%
Texas,SanJacintoCounty,TexasSanJacinto,57,57,569.243,27819,48.87,44.7,15%
Oregon,ClatsopCounty,OregonClatsop,57,57,829.05,38562,46.51,43.9,10%
Colorado,TellerCounty,ColoradoTeller,57,57,557.055,24113,43.29,49.9,8%
Michigan,HoughtonCounty,MichiganHoughton,57,57,1009.101,36360,36.03,32.7,19%
Minnesota,OtterTailCounty,MinnesotaOtterTail,57,57,1972.068,57992,29.41,46.7,9%
Iowa,FayetteCounty,IowaFayette,57,57,730.812,19929,27.27,43.6,12%
Alabama,SumterCounty,AlabamaSumter,57,57,903.889,12985,14.37,35.8,29%
NewMexico,RooseveltCounty,NewMexicoRoosevelt,57,57,2447.431,19117,7.81,29.8,24%
Wyoming,ParkCounty,WyomingPark,57,57,6942.079,29121,4.19,44.4,7%
Nevada,HumboldtCounty,NevadaHumboldt,57,57,9640.757,16904,1.75,35.6,11%
Ohio,DarkeCounty,OhioDarke,56,56,598.1,51734,86.5,41.8,10%
Illinois,StephensonCounty,IllinoisStephenson,56,56,564.521,45433,80.48,45.1,14%
Wisconsin,PierceCounty,WisconsinPierce,56,56,573.748,41603,72.51,36.8,9%
Illinois,MorganCounty,IllinoisMorgan,56,56,568.787,34426,60.53,41.5,13%
Michigan,GladwinCounty,MichiganGladwin,56,56,501.778,25289,50.4,49.8,18%
Mississippi,ClayCounty,MississippiClay,56,56,410.077,19808,48.3,39.5,23%
WestVirginia,BooneCounty,WestVirginiaBoone,56,56,501.541,22817,45.49,42.7,24%
Arkansas,MarionCounty,ArkansasMarion,56,56,597.009,16438,27.53,51.7,20%
Texas,MilamCounty,TexasMilam,56,56,1016.93,24664,24.25,41.3,14%
Colorado,MorganCounty,ColoradoMorgan,56,56,1280.432,28257,22.07,36.3,10%
Alabama,LowndesCounty,AlabamaLowndes,56,56,715.911,10236,14.3,41.6,28%
Texas,PecosCounty,TexasPecos,56,56,4763.848,15797,3.32,35.9,11%
Kentucky,LaurelCounty,KentuckyLaurel,55,55,433.957,60180,138.68,39.6,23%
Georgia,DadeCounty,GeorgiaDade,55,55,173.981,16227,93.27,42.2,14%
Kentucky,HopkinsCounty,KentuckyHopkins,55,55,541.997,45664,84.25,41.9,17%
Florida,GilchristCounty,FloridaGilchrist,55,55,349.678,17615,50.37,42.5,16%
Georgia,PulaskiCounty,GeorgiaPulaski,55,55,249.031,11295,45.36,43,22%
Utah,SummitCounty,UtahSummit,55,55,1871.712,40511,21.64,39,6%
Alabama,GreeneCounty,AlabamaGreene,55,55,647.11,8426,13.02,42.5,38%
Virginia,WarrenCounty,VirginiaWarren,54,54,213.467,39449,184.8,40.7,10%
Ohio,JeffersonCounty,OhioJefferson,54,54,408.326,66886,163.81,44.8,17%
Ohio,AshlandCounty,OhioAshland,54,54,422.949,53477,126.44,40.3,13%
Kentucky,ShelbyCounty,KentuckyShelby,54,54,379.635,46786,123.24,39.1,12%
Wisconsin,St.CroixCounty,WisconsinSt.Croix,54,54,722.331,87917,121.71,38.6,4%
Kentucky,BarrenCounty,KentuckyBarren,54,54,487.543,43680,89.59,40.3,23%
Illinois,RichlandCounty,IllinoisRichland,54,54,359.989,15881,44.12,41.9,15%
Tennessee,GrundyCounty,TennesseeGrundy,54,54,360.535,13331,36.98,43.2,24%
Missouri,Ste.GenevieveCounty,MissouriSte.Genevieve,54,54,499.154,17871,35.8,43.4,14%
Georgia,WashingtonCounty,GeorgiaWashington,54,54,678.451,20461,30.16,40.6,24%
Texas,PaloPintoCounty,TexasPaloPinto,54,54,951.79,28317,29.75,40.5,17%
Kansas,PottawatomieCounty,KansasPottawatomie,54,54,841.023,23545,28,35.1,10%
Texas,JonesCounty,TexasJones,54,54,928.554,19891,21.42,38.5,9%
Missouri,BollingerCounty,MissouriBollinger,54,54,617.905,12281,19.88,44.1,17%
Texas,NolanCounty,TexasNolan,54,54,911.997,14966,16.41,38.5,15%
Kentucky,OldhamCounty,KentuckyOldham,53,53,187.22,65374,349.18,39,5%
NewJersey,HunterdonCounty,NewJerseyHunterdon,53,53,427.816,125051,292.3,46.2,5%
Georgia,MadisonCounty,GeorgiaMadison,53,53,282.311,28900,102.37,41.2,17%
Indiana,MiamiCounty,IndianaMiami,53,53,373.845,35901,96.03,40,15%
Indiana,DaviessCounty,IndianaDaviess,53,53,429.489,32937,76.69,34.7,12%
Maine,LincolnCounty,MaineLincoln,53,53,455.817,34067,74.74,50.7,12%
Colorado,SummitCounty,ColoradoSummit,53,53,608.357,30429,50.02,39.1,10%
Texas,HopkinsCounty,TexasHopkins,53,53,767.174,36240,47.24,39.5,17%
Georgia,OglethorpeCounty,GeorgiaOglethorpe,53,53,439.012,14784,33.68,42.1,15%
Missouri,DallasCounty,MissouriDallas,53,53,540.77,16499,30.51,43.5,15%
Michigan,MenomineeCounty,MichiganMenominee,53,53,1044.082,23234,22.25,48.2,13%
Texas,ScurryCounty,TexasScurry,53,53,905.443,17239,19.04,36.1,12%
Arkansas,PerryCounty,ArkansasPerry,53,53,551.401,10322,18.72,43.5,17%
Colorado,MontroseCounty,ColoradoMontrose,53,53,2240.696,41268,18.42,45.1,17%
Virginia,ColonialHeightscity,VirginiaColonialHeightscity,52,52,7.522,17593,"2,338.87",40.3,13%
Wisconsin,OzaukeeCounty,WisconsinOzaukee,52,52,233.074,88284,378.78,43.9,5%
Pennsylvania,MontourCounty,PennsylvaniaMontour,52,52,130.244,18294,140.46,43,11%
Virginia,IsleofWightCounty,VirginiaIsleofWight,52,52,315.61,36372,115.24,44.4,10%
Virginia,RussellCounty,VirginiaRussell,52,52,473.82,27408,57.84,45.4,19%
Georgia,JeffDavisCounty,GeorgiaJeffDavis,52,52,330.74,14991,45.33,36.7,20%
WestVirginia,HampshireCounty,WestVirginiaHampshire,52,52,640.248,23363,36.49,46.5,20%
Missouri,CedarCounty,MissouriCedar,52,52,474.483,13938,29.38,44.3,18%
Arkansas,RandolphCounty,ArkansasRandolph,52,52,652.191,17603,26.99,41.5,18%
Iowa,TamaCounty,IowaTama,52,52,721.011,17136,23.77,42.8,12%
Wyoming,AlbanyCounty,WyomingAlbany,52,52,4273.841,38102,8.92,27.3,21%
Illinois,ClintonCounty,IllinoisClinton,51,51,474.09,37628,79.37,40.2,9%
Tennessee,MeigsCounty,TennesseeMeigs,51,51,195.122,11962,61.31,44.7,17%
Vermont,WindsorCounty,VermontWindsor,51,51,969.334,55427,57.18,47.7,10%
Idaho,PayetteCounty,IdahoPayette,51,51,406.867,23041,56.63,39.9,13%
Tennessee,ScottCounty,TennesseeScott,51,51,532.294,21954,41.24,38.9,22%
Georgia,JasperCounty,GeorgiaJasper,51,51,368.164,13784,37.44,42.4,18%
Pennsylvania,TiogaCounty,PennsylvaniaTioga,51,51,1133.787,41226,36.36,44.3,14%
Missouri,WrightCounty,MissouriWright,51,51,681.771,18293,26.83,42,24%
Colorado,ClearCreekCounty,ColoradoClearCreek,51,51,395.227,9379,23.73,47.8,5%
Nevada,ChurchillCounty,NevadaChurchill,51,51,4930.457,24010,4.87,39.5,13%
Illinois,GrundyCounty,IllinoisGrundy,50,50,418.042,50509,120.82,37.6,9%
Pennsylvania,ClarionCounty,PennsylvaniaClarion,50,50,600.837,38827,64.62,41.2,16%
Virginia,PittsylvaniaCounty,VirginiaPittsylvania,50,50,968.939,61676,63.65,46.7,15%
Nebraska,MadisonCounty,NebraskaMadison,50,50,572.743,35164,61.4,36.8,15%
Pennsylvania,SusquehannaCounty,PennsylvaniaSusquehanna,50,50,823.438,41340,50.2,48.2,12%
Illinois,ChristianCounty,IllinoisChristian,50,50,709.378,33231,46.85,43.2,12%
Virginia,BuchananCounty,VirginiaBuchanan,50,50,502.764,22138,44.03,46.5,26%
Tennessee,WayneCounty,TennesseeWayne,50,50,734.099,16649,22.68,42.9,17%
Idaho,ShoshoneCounty,IdahoShoshone,50,50,2629.665,12526,4.76,47.4,17%
Arizona,LaPazCounty,ArizonaLaPaz,50,50,4499.628,20701,4.6,56,22%
California,TrinityCounty,CaliforniaTrinity,50,50,3179.253,12862,4.05,51.8,19%
Georgia,WhiteCounty,GeorgiaWhite,49,49,240.685,28928,120.19,46.1,14%
Kentucky,NelsonCounty,KentuckyNelson,49,49,417.513,45388,108.71,39.5,11%
Minnesota,WinonaCounty,MinnesotaWinona,49,49,626.205,50847,81.2,34.8,13%
Georgia,CookCounty,GeorgiaCook,49,49,227.161,17184,75.65,37.4,24%
Georgia,MonroeCounty,GeorgiaMonroe,49,49,395.658,27010,68.27,43.1,13%
Georgia,GradyCounty,GeorgiaGrady,49,49,454.526,24926,54.84,39.7,23%
Michigan,HuronCounty,MichiganHuron,49,49,835.703,31543,37.74,49,13%
Missouri,RipleyCounty,MissouriRipley,49,49,629.536,13693,21.75,42.7,27%
Texas,HoustonCounty,TexasHouston,49,49,1230.909,22955,18.65,44,21%
Oregon,JeffersonCounty,OregonJefferson,49,49,1780.784,23143,13,40.5,19%
Nevada,PershingCounty,NevadaPershing,49,49,6036.563,6611,1.1,43.4,11%
Tennessee,GraingerCounty,TennesseeGrainger,48,48,280.599,23013,82.01,44.6,18%
Ohio,JacksonCounty,OhioJackson,48,48,420.305,32524,77.38,40.1,19%
Nebraska,DakotaCounty,NebraskaDakota,48,48,264.254,20317,76.88,33.8,16%
Kentucky,GravesCounty,KentuckyGraves,48,48,551.741,37294,67.59,40.3,17%
Tennessee,OvertonCounty,TennesseeOverton,48,48,433.481,22004,50.76,42.9,17%
Illinois,LeeCounty,IllinoisLee,48,48,724.895,34527,47.63,43.4,10%
Kansas,AtchisonCounty,KansasAtchison,48,48,431.172,16363,37.95,36.1,16%
Missouri,AudrainCounty,MissouriAudrain,48,48,692.236,25735,37.18,39.7,14%
Illinois,EdgarCounty,IllinoisEdgar,48,48,623.378,17539,28.14,44.6,12%
Florida,HamiltonCounty,FloridaHamilton,48,48,513.791,14269,27.77,41.5,23%
Washington,KittitasCounty,WashingtonKittitas,48,48,2297.272,44825,19.51,33.1,18%
NewHampshire,CoosCounty,NewHampshireCoos,48,48,1794.686,32038,17.85,48.1,12%
Alabama,ConecuhCounty,AlabamaConecuh,48,48,850.156,12514,14.72,44.8,22%
SouthDakota,BeadleCounty,SouthDakotaBeadle,48,48,1258.71,18374,14.6,37.3,18%
Washington,AdamsCounty,WashingtonAdams,48,48,1924.976,19452,10.11,28.3,25%
NewYork,PutnamCounty,NewYorkPutnam,47,47,230.312,99070,430.16,44.1,5%
Kentucky,BellCounty,KentuckyBell,47,47,359.001,27188,75.73,41.6,36%
Virginia,PrinceEdwardCounty,VirginiaPrinceEdward,47,47,349.962,22956,65.6,30.8,16%
Illinois,MassacCounty,IllinoisMassac,47,47,237.219,14430,60.83,43.8,18%
Florida,WashingtonCounty,FloridaWashington,47,47,582.802,24566,42.15,41.8,20%
Washington,AsotinCounty,WashingtonAsotin,47,47,636.213,22337,35.11,45,13%
Tennessee,HumphreysCounty,TennesseeHumphreys,47,47,530.981,18318,34.5,41.6,18%
Missouri,SalineCounty,MissouriSaline,47,47,755.502,23102,30.58,38,15%
Arkansas,VanBurenCounty,ArkansasVanBuren,47,47,708.143,16684,23.56,47.9,19%
Idaho,ElmoreCounty,IdahoElmore,47,47,3074.737,26433,8.6,31.9,13%
Utah,UintahCounty,UtahUintah,47,47,4479.693,36323,8.11,30.3,12%
Wyoming,GoshenCounty,WyomingGoshen,47,47,2225.39,13438,6.04,43.4,11%
Virginia,Bristolcity,VirginiaBristolcity,46,46,13.013,16843,"1,294.32",42.2,22%
Ohio,ColumbianaCounty,OhioColumbiana,46,46,531.891,104003,195.53,44,14%
Ohio,DefianceCounty,OhioDefiance,46,46,411.462,38279,93.03,40.6,11%
Minnesota,SteeleCounty,MinnesotaSteele,46,46,429.645,36676,85.36,38.9,10%
Georgia,LeeCounty,GeorgiaLee,46,46,355.785,29348,82.49,37.2,13%
NewYork,WyomingCounty,NewYorkWyoming,46,46,592.745,40565,68.44,41.9,10%
Tennessee,SmithCounty,TennesseeSmith,46,46,314.29,19458,61.91,40.7,15%
Tennessee,ChesterCounty,TennesseeChester,46,46,285.736,17150,60.02,37.5,17%
Kentucky,LoganCounty,KentuckyLogan,46,46,552.132,26849,48.63,40.8,17%
SouthCarolina,CalhounCounty,SouthCarolinaCalhoun,46,46,381.15,14713,38.6,46,18%
Missouri,MorganCounty,MissouriMorgan,46,46,597.632,20137,33.69,46.1,23%
Arkansas,GrantCounty,ArkansasGrant,46,46,631.807,18086,28.63,40.4,14%
Illinois,WashingtonCounty,IllinoisWashington,46,46,562.572,14155,25.16,43.4,8%
Texas,ColoradoCounty,TexasColorado,46,46,960.271,21022,21.89,42.5,11%
Georgia,ScrevenCounty,GeorgiaScreven,46,46,645.1,13990,21.69,41.5,22%
Kansas,SumnerCounty,KansasSumner,46,46,1181.941,23208,19.64,41.1,12%
Washington,StevensCounty,WashingtonStevens,46,46,2477.769,44214,17.84,46.6,15%
Arkansas,DallasCounty,ArkansasDallas,46,46,667.385,7432,11.14,43.7,13%
Texas,DallamCounty,TexasDallam,46,46,1503.258,7243,4.82,31.6,14%
Ohio,LoganCounty,OhioLogan,45,45,458.429,45307,98.83,40.8,13%
Tennessee,UnicoiCounty,TennesseeUnicoi,45,45,186.166,17780,95.51,46.6,21%
Minnesota,DouglasCounty,MinnesotaDouglas,45,45,637.299,37203,58.38,44.1,8%
Alabama,RandolphCounty,AlabamaRandolph,45,45,580.549,22574,38.88,42.7,17%
Texas,FanninCounty,TexasFannin,45,45,890.839,34175,38.36,41.9,11%
Arkansas,ConwayCounty,ArkansasConway,45,45,552.249,20906,37.86,41.7,18%
Kansas,NeoshoCounty,KansasNeosho,45,45,571.472,16125,28.22,40.1,17%
Texas,MooreCounty,TexasMoore,45,45,899.688,21801,24.23,30.2,15%
Alabama,CrenshawCounty,AlabamaCrenshaw,45,45,608.84,13865,22.77,41.5,15%
Mississippi,TunicaCounty,MississippiTunica,45,45,454.669,10170,22.37,33.9,22%
Texas,FrioCounty,TexasFrio,45,45,1133.499,19394,17.11,31.4,16%
Wyoming,SheridanCounty,WyomingSheridan,45,45,2523.994,30012,11.89,42.1,6%
Idaho,CassiaCounty,IdahoCassia,45,45,2565.082,23615,9.21,32.2,14%
California,ModocCounty,CaliforniaModoc,45,45,3917.769,8938,2.28,47.7,16%
Virginia,FauquierCounty,VirginiaFauquier,44,44,647.448,69115,106.75,41.4,6%
NorthCarolina,TransylvaniaCounty,NorthCarolinaTransylvania,44,44,378.525,33513,88.54,50.7,14%
